,tipo_transaccion,nombre_comercio,giro_nombre,mcc_nombre,fecha_transaccion,ope_pais,entry_mode,sexo_cliente,estado_cliente,edad_cliente,monto_transaccion,id_cliente,tiempo,cluster,hormiga
788,TDC,STR*UBER TRIP         CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",07/03/23,MX,CARD NOT PRESENT,M,CIUDAD DE MEXICO,37,46.63,3733,119,4,
789,TDD,DLOCAL*RAPPI          CIUDAD DE MEX09,AGREGADOR,AGREGADOR,10/12/22,MX,CARD NOT PRESENT,M,CHIAPAS,29,17.56,557,32,4,1
790,TDD,OXXOVILLA JARDIN      LERDO DGO    DU,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",24/12/22,MX,CARD PRESENT,F,DURANGO,123,32.41,106,46,4,0
791,TDD,OPENPAY*RAPPI         CIUDAD DE MEXCMX,AGREGADOR,AGREGADOR,04/02/23,MX,CARD NOT PRESENT,F,CIUDAD DE MEXICO,25,142.59,6640,88,2,
792,TDD,SPOTIFY               CIUDAD DE MEX001,OTROS,COMERCIOS ELECTRONICOS (VTAS POR INTERNET),11/11/22,MX,CARD NOT PRESENT,F,MORELOS,40,99.27,5104,3,4,
793,TDC,STP*UBER EATS PENDING CIUDAD DE MEX001,OTROS,"TRASLADOS - FLETES, (SERVICIOS DE MENSAJERIA)",11/12/22,MX,CARD NOT PRESENT,F,NUEVO LEON,44,126.17,9305,33,4,
794,TDD,SNP*MERCADOPAGO       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,28/02/23,MX,CARD PRESENT,M,NUEVO LEON,32,269.43,8124,112,2,
795,TDD,www aliexpress com       LONDON,OTROS,MERCADO DIRECTO - VENTAS POR CATALOGO,17/01/23,GB,CARD NOT PRESENT,F,OAXACA,44,190.92,5318,70,2,
796,TDD,CLIP MX*TIENDAS Y VENTCIUDAD DE MEX000,AGREGADOR,AGREGADOR,26/02/23,MX,CARD PRESENT,M,SAN LUIS POTOSI,44,156.53,9052,110,2,
797,TDD,DLOCAL*DIDI RIDES     CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",30/01/23,MX,CARD NOT PRESENT,M,COAHUILA DE ZARAGOZA,37,40.39,6261,83,4,
798,TDC,AME*DIDI FOOD R       CIUDAD DE MEX001,COMIDA RAPIDA,COMIDA RAPIDA,25/01/23,MX,CARD NOT PRESENT,F,QUERETARO,45,87.79,879,78,4,1
799,TDD,MERCADO PAGO          CIUDAD DE MEXDF,OTROS,MERCADEO DIRECTO - NO CLASIFICADO,15/11/22,MX,CARD NOT PRESENT,M,CIUDAD DE MEXICO,27,164.64,1263,7,2,0
800,TDD,www aliexpress com       LONDON,OTROS,MERCADO DIRECTO - VENTAS POR CATALOGO,19/01/23,GB,CARD NOT PRESENT,F,OAXACA,44,78.25,5318,72,4,
801,TDD,7 ELEVEN MORENITA MIA SANNICOLAS NNL,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",13/01/23,MX,CARD PRESENT,M,NUEVO LEON,59,220.28,9575,66,2,
802,TDD,MERCADO PAGO          CIUDAD DE MEXDF,OTROS,MERCADEO DIRECTO - NO CLASIFICADO,08/11/22,MX,CARD NOT PRESENT,M,MEXICO,32,232.01,378,0,2,0
803,TDD,OXXO TERRANOVA        MONTERREY NL NL,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",13/12/22,MX,CARD PRESENT,M,NUEVO LEON,30,11.45,7743,35,4,
804,TDD,SC*CALIENTE2          TIJUANA BCN  003,RETAIL,CASINOS CASAS DE JUEGO (APUESTAS INCLUYE BILLETES),03/03/23,MX,CARD NOT PRESENT,M,CHIHUAHUA,29,459.05,8031,115,3,
805,TDC,D LOCAL*RAPPI         CIUDAD DE MEX001,OTROS,SERVICIOS EMPRESARIALES - NO CLASIFICADOS,06/03/23,MX,CARD NOT PRESENT,M,CIUDAD DE MEXICO,27,99.27,7671,118,4,
806,TDC,STP*UBER PENDING      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",01/02/23,MX,CARD NOT PRESENT,F,NUEVO LEON,44,65.14,9305,85,4,
807,TDC,CINEPOLIS APP TICKETS MORELIA MICH 16,ENTRETENIMIENTO,"CINES, TEATROS",18/01/23,MX,CARD NOT PRESENT,M,NUEVO LEON,33,70.83,9286,71,4,
808,TDC,DIDI                  CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",17/11/22,MX,CARD NOT PRESENT,M,PUEBLA,33,12.45,682,9,4,1
809,TDC,CINEPOLIS APP MIX     MORELIA MICH 16,ENTRETENIMIENTO,"CINES, TEATROS",07/02/23,MX,CARD NOT PRESENT,M,QUERETARO,39,174.62,6519,91,2,
810,TDC,SNP*MERCADOPAGO       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,08/11/22,MX,CARD NOT PRESENT,M,NUEVO LEON,44,59.85,1878,0,4,
811,TDD,UBR* PENDING.UBER.COM    Amsterdam,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",04/12/22,MX,CARD NOT PRESENT,M,JALISCO,31,54.81,646,26,4,1
812,TDC,STR*UBER PENDING      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",24/01/23,MX,CARD NOT PRESENT,M,CIUDAD DE MEXICO,37,156.3,3733,77,2,
813,TDD,OPENPAY*PKMOVIL       PUEBLA       PUE,AGREGADOR,AGREGADOR,27/01/23,MX,CARD NOT PRESENT,F,JALISCO,32,12.2,4166,80,4,
814,TDD,MERCADO PAGO          CIUDAD DE MEXDF,OTROS,MERCADEO DIRECTO - NO CLASIFICADO,06/12/22,MX,CARD NOT PRESENT,F,COAHUILA DE ZARAGOZA,36,187.66,1830,28,2,
815,TDD,TCONE*AGREGADOR       CIUDAD DE MEX09,AGREGADOR,AGREGADOR,01/03/23,MX,CARD PRESENT,M,JALISCO,37,195.83,6485,113,2,
816,TDC,OXXO TANGER           NEZAHUALCOYOTEM,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",13/02/23,MX,CARD PRESENT,M,CIUDAD DE MEXICO,26,27.42,6292,97,4,
817,TDD,DLOCAL*DIDI RIDES     CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",29/11/22,MX,CARD NOT PRESENT,F,NUEVO LEON,20,49.12,5674,21,4,
818,TDD,DISNEY PLUS           CIUDAD DE MEX001,ENTRETENIMIENTO,PAGO DE SERVICIO POR TELEVISION CABLE/POR EVENTO,23/02/23,MX,CARD NOT PRESENT,F,BAJA CALIFORNIA,32,89.29,4785,107,4,
819,TDC,STP*UBER PENDING      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",07/12/22,MX,CARD NOT PRESENT,M,CIUDAD DE MEXICO,37,138.62,3733,29,4,
820,TDC,STP*UBER TRIP         CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",22/02/23,MX,CARD NOT PRESENT,M,CIUDAD DE MEXICO,37,178.92,3733,106,2,
821,TDD,Google Playrix Games     650-2530000,RETAIL,VENTA DE SOFTWARE PARA COMPUTADORAS,07/01/23,US,CARD NOT PRESENT,F,NUEVO LEON,42,22.43,7271,60,4,
822,TDD,MERCADO PAGO          CIUDAD DE MEXDF,OTROS,MERCADEO DIRECTO - NO CLASIFICADO,09/11/22,MX,CARD NOT PRESENT,M,CIUDAD DE MEXICO,21,163.64,964,1,2,0
1985,TDC,DLOCAL*DIDI RIDES     CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",04/01/23,MX,CARD NOT PRESENT,F,CIUDAD DE MEXICO,28,32.8,98,57,4,1
824,TDC,MERPAGO*GST           CIUDAD DE MEXDF,AGREGADOR,AGREGADOR,29/01/23,MX,CARD PRESENT,M,GUANAJUATO,25,31.16,2472,82,4,
825,TDD,HELADOS SULTANA       MONTERREY    NL,RETAIL,"LECHERIAS, CREMERIAS, LACTEOS",24/02/23,MX,CARD PRESENT,M,NUEVO LEON,20,38.39,5461,108,4,
826,TDD,MINI SUPER YEPAS      BOCA DEL RIO VE,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",02/02/23,MX,CARD PRESENT,M,VERACRUZ DE IGNACIO DE LA LLAV,24,29.16,4359,86,4,
827,TDD,MERCADO PAGO          CIUDAD DE MEXDF,OTROS,MERCADEO DIRECTO - NO CLASIFICADO,24/02/23,MX,CARD NOT PRESENT,M,NUEVO LEON,62,180.89,1617,108,2,0
828,TDD,STRIPE *UBER PENDING  CIUDAD DE MEXCMX,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",11/02/23,MX,CARD NOT PRESENT,M,CIUDAD DE MEXICO,30,44.16,480,95,4,1
829,TDD,BET365 MX SEC         CIUDAD DE MEXDF,RETAIL,CASINOS CASAS DE JUEGO (APUESTAS INCLUYE BILLETES),28/01/23,MX,CARD NOT PRESENT,M,COLIMA,39,100.77,438,81,4,1
830,TDD,STP*UBER PENDING      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",12/12/22,MX,CARD NOT PRESENT,M,GUANAJUATO,27,44.86,7719,34,4,
831,TDD,MERCADO PAGO          CIUDAD DE MEXDF,OTROS,MERCADEO DIRECTO - NO CLASIFICADO,24/11/22,MX,CARD NOT PRESENT,F,GUANAJUATO,21,148.17,2972,16,2,
832,TDD,OXXO SAN PEDRO        SN PEDRO GARZNL,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",22/12/22,MX,CARD PRESENT,M,NUEVO LEON,31,29.16,1292,44,4,1
833,TDD,MERCADO PAGO          CIUDAD DE MEXDF,OTROS,MERCADEO DIRECTO - NO CLASIFICADO,06/12/22,MX,CARD NOT PRESENT,M,MEXICO,32,162.38,378,28,2,0
834,TDD,STRIPE *UBER TRIP     CIUDAD DE MEXCMX,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",03/02/23,MX,CARD NOT PRESENT,F,NUEVO LEON,44,159.62,9305,87,2,
835,TDC,HOBBY CENTRO          CIUDAD DE MEX00,RETAIL,JUEGOS DE MESA Y PASATIEMPOS,17/11/22,MX,CARD PRESENT,M,CIUDAD DE MEXICO,43,259.95,8428,9,2,
836,TDD,DLOCAL*DIDI RIDES     CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",31/01/23,MX,CARD NOT PRESENT,F,NUEVO LEON,20,62.1,5674,84,4,
837,TDC,UBER                  CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",26/02/23,MX,CARD NOT PRESENT,F,CIUDAD DE MEXICO,35,14.94,4355,110,4,
838,TDD,STR*UBER TRIP         CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",02/03/23,MX,CARD NOT PRESENT,F,NUEVO LEON,44,164.62,9305,114,2,
839,TDD,STRIPE *UBER EATS PENDCIUDAD DE MEXCMX,OTROS,"TRASLADOS - FLETES, (SERVICIOS DE MENSAJERIA)",16/02/23,MX,CARD NOT PRESENT,F,NUEVO LEON,44,138.64,9305,100,4,
840,TDC,CINETEC MU            CIUDAD DE MEXDF,ENTRETENIMIENTO,"CINES, TEATROS",06/03/23,MX,CARD NOT PRESENT,F,MEXICO,31,69.83,4894,118,4,
841,TDC,DLOCAL*DIDI RIDES CA  CIUDAD DE MEX09,AGREGADOR,AGREGADOR,20/01/23,MX,CARD NOT PRESENT,M,BAJA CALIFORNIA,49,104.56,6177,73,4,
842,TDD,DLOCAL*DIDI RIDES     CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",25/12/22,MX,CARD NOT PRESENT,F,NUEVO LEON,41,140.01,9073,47,4,
843,TDD,SNP*MERCADOPAGO       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,03/12/22,MX,CARD PRESENT,M,CIUDAD DE MEXICO,30,13.09,480,25,4,1
844,TDD,GGPoker                  help@ggpoker,RETAIL,CASINOS CASAS DE JUEGO (APUESTAS INCLUYE BILLETES),25/01/23,GB,CARD NOT PRESENT,M,NUEVO LEON,35,103.92,3626,78,4,
845,TDD,PAYPAL3               MEXICO DF    DF,AGREGADOR,AGREGADOR,17/12/22,MX,CARD NOT PRESENT,M,CIUDAD DE MEXICO,20,39.89,1754,39,4,
846,TDD,SC*CALIENTE2          TIJUANA BCN  003,ENTRETENIMIENTO,"CLUBES DEPORTIVOS PROFESIONALES, (HIPODROMOS,",14/11/22,MX,CARD NOT PRESENT,M,NUEVO LEON,35,134.7,3626,6,4,
847,TDD,MERCADO PAGO          CIUDAD DE MEXDF,OTROS,MERCADEO DIRECTO - NO CLASIFICADO,07/03/23,MX,CARD NOT PRESENT,M,NUEVO LEON,62,282.72,1617,119,2,0
848,TDD,SR PAGO*SRP           CIUDAD DE MEX001,AGREGADOR,AGREGADOR,26/12/22,MX,CARD PRESENT,M,NUEVO LEON,53,193.33,4388,48,2,
849,TDC,STRIPE *UBER PENDING  CIUDAD DE MEXCMX,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",13/02/23,MX,CARD NOT PRESENT,M,CIUDAD DE MEXICO,37,54.31,3733,97,4,
850,TDC,D LOCAL*DIDI RIDES    CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",26/12/22,MX,CARD NOT PRESENT,F,CIUDAD DE MEXICO,25,58.11,892,48,4,1
851,TDD,DLOCAL*DIDI RIDES     CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",05/01/23,MX,CARD NOT PRESENT,F,CIUDAD DE MEXICO,25,31.03,6640,58,4,
852,TDD,DLOCAL*DIDI FOOD      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",25/11/22,MX,CARD NOT PRESENT,F,NUEVO LEON,33,106.51,1321,17,4,1
853,TDD,CINEMAS RALY          MONTERREY NL 019,ENTRETENIMIENTO,"CINES, TEATROS",16/02/23,MX,CARD PRESENT,F,NUEVO LEON,27,54.86,9537,100,4,
854,TDC,KIOSKOS MIX           MORELIA      16,ENTRETENIMIENTO,"CINES, TEATROS",21/02/23,MX,CARD PRESENT,M,MEXICO,23,46.88,5728,105,4,
855,TDC,STRIPE *UBER PENDING  CIUDAD DE MEXCMX,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",22/02/23,MX,CARD NOT PRESENT,M,JALISCO,31,34.89,626,106,4,1
856,TDC,CINEPOLIS TAQUILLA    MORELIA MICH 16,ENTRETENIMIENTO,"CINES, TEATROS",18/01/23,MX,CARD PRESENT,F,MEXICO,31,41.89,4894,71,4,
857,TDD,SNP*MERCADOPAGO       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,10/12/22,MX,CARD PRESENT,M,CIUDAD DE MEXICO,30,55.53,480,32,4,1
3732,TDD,DLOCAL*DIDI RIDES     CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",06/01/23,MX,CARD NOT PRESENT,F,CIUDAD DE MEXICO,28,51.78,98,59,4,1
859,TDD,STP*UBER PENDING      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",15/11/22,MX,CARD NOT PRESENT,M,GUANAJUATO,27,64.83,7719,7,4,
860,TDD,DLOCAL*DIDI RIDES CA  CIUDAD DE MEX09,AGREGADOR,AGREGADOR,09/01/23,MX,CARD NOT PRESENT,F,NUEVO LEON,20,26.05,5674,62,4,
1480,TDD,D LOCAL*HBO MAX       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,14/02/23,MX,CARD NOT PRESENT,M,CHIAPAS,34,47.13,344,98,4,1
862,TDD,CINEPOLIS TAQUILLA    MORELIA MICH 16,ENTRETENIMIENTO,"CINES, TEATROS",17/12/22,MX,CARD PRESENT,M,NUEVO LEON,21,64.84,9840,39,4,
863,TDD,MMC SUN MALL          GUADALUPE NL NL,ENTRETENIMIENTO,"CINES, TEATROS",07/02/23,MX,CARD PRESENT,F,NUEVO LEON,27,109.75,7466,91,4,
864,TDC,ABAR MERZA HELIODORO HGUADALAJARA JJA,MISCELANEAS,"ABARROTES, CARNICERIAS, PESCADERIAS, MISCELANEAS,",14/02/23,MX,CARD PRESENT,M,JALISCO,31,47.38,626,98,4,1
865,TDD,OXXO CHAPULTEPEC      CHAPULTEPEC EEM,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",11/01/23,MX,CARD PRESENT,M,MEXICO,32,80.81,378,64,4,1
866,TDD,MERCADO PAGO          CIUDAD DE MEXDF,OTROS,MERCADEO DIRECTO - NO CLASIFICADO,03/02/23,MX,CARD NOT PRESENT,F,MEXICO,27,267.44,8095,87,2,
867,TDC,STR*PARCO APP         CIUDAD DE MEX001,RETAIL,VENTAS POR CATALOGO Y/O VENTANILLA MERCADEO DIRECT,16/02/23,MX,CARD NOT PRESENT,F,CIUDAD DE MEXICO,28,18.68,7588,100,4,
868,TDD,STP*UBER PENDING      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",01/12/22,MX,CARD NOT PRESENT,F,GUANAJUATO,32,39.88,2902,23,4,
869,TDC,EBANX CANVA           MIGUEL HIDALGDF,OTROS,SERVICIOS EMPRESARIALES - NO CLASIFICADOS,09/02/23,MX,CARD NOT PRESENT,F,YUCATAN,29,104.26,1234,93,4,0
870,TDD,SNP*MERCADOPAGO       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,07/01/23,MX,CARD PRESENT,M,CIUDAD DE MEXICO,30,58.68,480,60,4,1
871,TDC,STP*UBER TRIP         CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",05/12/22,MX,CARD NOT PRESENT,M,NUEVO LEON,34,119.71,6592,27,4,
872,TDD,CINEPOLIS DULCERIA    MORELIA MICH 16,ENTRETENIMIENTO,"CINES, TEATROS",04/12/22,MX,CARD PRESENT,M,NUEVO LEON,33,162.15,9286,26,2,
873,TDD,FRUTERIA TAURO 1      GUADALUPE NL 019,MISCELANEAS,"ABARROTES, CARNICERIAS, PESCADERIAS, MISCELANEAS,",13/02/23,MX,CARD PRESENT,F,NUEVO LEON,54,52.37,2127,97,4,
874,TDC,SNP*MERCADOPAGO       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,22/01/23,MX,CARD NOT PRESENT,M,NUEVO LEON,34,209.05,5150,75,2,
875,TDD,TULOTERO MEXICO       CIUDAD DE MEX001,OTROS,COMERCIOS ELECTRONICOS (VTAS POR INTERNET),24/01/23,MX,CARD NOT PRESENT,M,NUEVO LEON,27,34.9,9396,77,4,
876,TDD,OXXOPLAZA TILA VSA    CARMEN CAMP  CA,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",08/02/23,MX,CARD PRESENT,M,CAMPECHE,48,44.58,4752,92,4,
877,TDC,BAZ SUPER APP         CIUDAD DE MEX001,OTROS,SERV PROC DATOS - DISENO Y PROGRAM DE SISTEMAS,18/12/22,MX,CARD NOT PRESENT,M,MEXICO,28,59.85,4151,40,4,
878,TDC,STR*UBER EATS PENDING CIUDAD DE MEX001,OTROS,"TRASLADOS - FLETES, (SERVICIOS DE MENSAJERIA)",03/03/23,MX,CARD NOT PRESENT,M,CHIHUAHUA,29,117.74,8031,115,4,
879,TDD,PAN BOLIVAR           CIUDAD DE MEXDF,RETAIL,PANADERIAS,23/12/22,MX,CARD PRESENT,M,CIUDAD DE MEXICO,30,18.93,9152,45,4,
880,TDC,DLOCAL*DIDI RIDES CA  CIUDAD DE MEX09,AGREGADOR,AGREGADOR,20/01/23,MX,CARD NOT PRESENT,M,BAJA CALIFORNIA,49,28.99,6177,73,4,
881,TDC,EBANX DIGITAL GOODS CRMIGUEL HIDALGDF,OTROS,SERVICIOS EMPRESARIALES - NO CLASIFICADOS,19/01/23,MX,CARD NOT PRESENT,F,CIUDAD DE MEXICO,28,84.3,7588,72,4,
882,TDC,MERPAGO*GST           CIUDAD DE MEXDF,AGREGADOR,AGREGADOR,01/02/23,MX,CARD PRESENT,M,GUANAJUATO,25,31.16,2472,85,4,
883,TDD,SNP*JUANES            CIUDAD DE MEX001,MISCELANEAS,"ABARROTES, CARNICERIAS, PESCADERIAS, MISCELANEAS,",17/11/22,MX,CARD PRESENT,F,NUEVO LEON,25,38.56,7441,9,4,
884,TDD,STP*UBER PENDING      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",10/01/23,MX,CARD NOT PRESENT,F,MORELOS,40,29.88,5104,63,4,
885,TDC,STR*UBER PENDING      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",27/02/23,MX,CARD NOT PRESENT,M,JALISCO,31,49.84,626,111,4,1
886,TDD,DLOCAL*DIDI RIDES     CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",15/01/23,MX,CARD NOT PRESENT,F,CIUDAD DE MEXICO,25,113.9,6640,68,4,
887,TDD,STARBUCKS MX EC       CIUDAD DE MEXDF,COMIDA RAPIDA,COMIDA RAPIDA,28/12/22,MX,CARD NOT PRESENT,M,JALISCO,29,10.45,8475,50,4,
888,TDD,HTECH COM TELCEL      SN PEDRO GARZ019,RETAIL,COMPUTADORAS EQUIPO PERIF DE COMPUTADORAS SOFTWARE,02/12/22,MX,CARD NOT PRESENT,M,CAMPECHE,48,17.44,4752,24,4,
889,TDD,D LOCAL*DIDI RIDES    CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",23/02/23,MX,CARD NOT PRESENT,F,NUEVO LEON,33,43.02,1321,107,4,1
890,TDC,PAYPAL *PATREONIREL  ME  35314369001,OTROS,"MERCADEO DIRECTO, SERVICIOS POR TELEFONO.",01/03/23,IE,CARD NOT PRESENT,F,CIUDAD DE MEXICO,28,209.55,4301,113,2,
891,TDC,STP*UBER PENDING      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",30/12/22,MX,CARD NOT PRESENT,M,CIUDAD DE MEXICO,37,51.14,3733,52,4,
892,TDD,PAYPAL *UBERBV EATS      35314369001,RESTAURANTE,RESTAURANTES,26/02/23,NL,CARD NOT PRESENT,F,NUEVO LEON,33,188.09,1321,110,2,0
893,TDC,STP*UBER PENDING      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",09/01/23,MX,CARD NOT PRESENT,M,NUEVO LEON,34,64.8,6592,62,4,
894,TDC,STP*UBER PENDING      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",30/11/22,MX,CARD NOT PRESENT,M,MEXICO,30,139.65,827,22,4,1
895,TDC,OP*OPENPAY            SANTIAGO DE QQU,AGREGADOR,AGREGADOR,28/12/22,MX,CARD NOT PRESENT,M,GUANAJUATO,21,15.48,7473,50,4,
896,TDD,BET365 MX SEC         CIUDAD DE MEXDF,RETAIL,CASINOS CASAS DE JUEGO (APUESTAS INCLUYE BILLETES),20/02/23,MX,CARD NOT PRESENT,M,CHIAPAS,25,152.67,5446,104,2,
897,TDD,MERCADO PAGO          CIUDAD DE MEXDF,OTROS,MERCADEO DIRECTO - NO CLASIFICADO,27/02/23,MX,CARD NOT PRESENT,M,MEXICO,42,298.87,7423,111,2,
898,TDC,DELTI BOOKSHOP A CASO MEXICO DF    001,RETAIL,LIBRERIAS,11/02/23,MX,CARD PRESENT,M,MEXICO,30,420.96,827,95,3,0
899,TDD,MERCADO PAGO          CIUDAD DE MEXDF,OTROS,MERCADEO DIRECTO - NO CLASIFICADO,07/03/23,MX,CARD NOT PRESENT,F,CIUDAD DE MEXICO,25,458.53,6640,119,3,
900,TDD,MERCADO PAGO          CIUDAD DE MEXDF,OTROS,MERCADEO DIRECTO - NO CLASIFICADO,10/12/22,MX,CARD NOT PRESENT,M,COAHUILA DE ZARAGOZA,37,68.58,6261,32,4,
901,TDC,MERCADO PAGO 1        CIUDAD DE MEX001,OTROS,MERCADO DIRECTO - VENTAS POR CATALOGO,13/01/23,MX,CARD NOT PRESENT,F,MEXICO,29,185.73,9830,66,2,
902,TDC,STP*UBER EATS PENDING CIUDAD DE MEX001,OTROS,"TRASLADOS - FLETES, (SERVICIOS DE MENSAJERIA)",14/01/23,MX,CARD NOT PRESENT,M,QUERETARO,29,109.85,450,67,4,1
903,TDC,STP*UBER TRIP         CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",10/12/22,MX,CARD NOT PRESENT,M,MEXICO,30,78.44,827,32,4,1
904,TDC,SNP*MERCADOPAGO       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,24/11/22,MX,CARD NOT PRESENT,M,JALISCO,30,219.53,1641,16,2,
905,TDC,OXXO TANGER           NEZAHUALCOYOTEM,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",14/02/23,MX,CARD PRESENT,M,CIUDAD DE MEXICO,26,34.15,6292,98,4,
906,TDD,DLOCAL*DIDI RIDES     CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",22/11/22,MX,CARD NOT PRESENT,F,NUEVO LEON,20,26.01,5674,14,4,
907,TDD,CINEPOLIS TAQUILLA    MORELIA MICH 16,ENTRETENIMIENTO,"CINES, TEATROS",31/01/23,MX,CARD PRESENT,M,VERACRUZ DE IGNACIO DE LA LLAV,35,122.23,9101,84,4,
908,TDD,TIPIOKA 2             SN LUIS POTOS001,RESTAURANTE,RESTAURANTES,11/02/23,MX,CARD PRESENT,M,SAN LUIS POTOSI,25,84.8,5421,95,4,
909,TDC,OXXO BLANQUE          MEXICO DF    DF,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",24/02/23,MX,CARD PRESENT,M,CIUDAD DE MEXICO,45,47.38,5846,108,4,
910,TDC,STRIPE *UBER PENDING  CIUDAD DE MEXCMX,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",30/01/23,MX,CARD NOT PRESENT,F,CIUDAD DE MEXICO,27,23.93,1144,83,4,1
911,TDC,PAY*RAPPI COMERCIO E  CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",19/01/23,MX,CARD NOT PRESENT,M,QUERETARO,39,134.45,1509,72,4,1
912,TDC,STP*UBER TRIP         CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",12/01/23,MX,CARD NOT PRESENT,M,MEXICO,22,39.64,5444,65,4,
913,TDD,NETFLIX CR            CIUDAD DE MEX001,ENTRETENIMIENTO,PAGO DE SERVICIO POR TELEVISION CABLE/POR EVENTO,25/02/23,MX,CARD NOT PRESENT,F,NUEVO LEON,27,119.23,3244,109,4,
